gene tag	gene_old_tag	gene_start	gene_end	strand	product	closest_match	match_index	match_value	distance	affyLog_8h	affyLog_10h	affyLog_12h	affyLog_14h	affyLog_16h	affyLog_18h	affyLog_20h
SVEN_4802	SMD07319	5166494	5166997	-	hypothetical protein	0				0.0355981896666675	-0.07708740666666625	1.5647702809999995	-0.4861771796666652	0.19878119933333416	-0.1751670599999997	-0.35693299733333284
SVEN_4803	SMD07320	5167023	5168156	-	putative metal-transport protein	0				-0.6296143176666664	-0.9876906330000015	2.681236361333333	-0.42098882266666493	0.5598407816666668	-0.1265205363333326	-0.01742267883333426
SVEN_4804	SMD07323	5168580	5169164	+	hypothetical protein	0				-0.10025024600000076	0.42994062300000024	0.49336725966666606	-0.26989465766666587	-0.08463313900000013	0.008125724666667722	-0.4286990276666671
SVEN_4805	SMD07324	5169254	5169526	-	hypothetical protein	0				0.038703390000000226	-0.012421200333332827	0.8553032209999998	0.2002796129999993	-0.1724456570000008	0.16613715166666676	-0.19262849316666575
SVEN_4806	SMD07326	5169717	5170355	+	hypothetical protein	0				-0.03410721133333272	0.025074391999999612	-0.34322620166666695	-0.401406941666667	-1.0406855843333318	0.12591863233333278	1.1040493588333335
SVEN_4807	SMD07327	5170498	5171412	+	Predicted metal-dependent phosphoesterases	0				-0.10194905400000032	-0.30239107866666615	0.5804660153333332	-0.3186777669999996	-0.24855943266666713	-0.25892581599999964	-0.9290258401666671
SVEN_4808	SMD07329	5171927	5172532	+	putative integral membrane protein	0				0.26512058566666585	0.03680622533333455	-0.03827470666666777	-0.09768954166666699	-0.0018577650000004553	-0.0947721330000002	-0.39248053449999976
SVEN_4809	SMD07330.2	5172634	5172858	-	hypothetical protein	0				-0.027500962000000406	-2.185365240666666	0.7499958846666672	1.4838345893333331	0.5481130763333351	-0.5468743786666668	-0.6902056915000001
SVEN_4810	SMD07330	5172922	5173890	+	hypothetical protein	0				0.10244214600000046	0.043665800999999504	-0.29204623300000065	0.013234938000000085	-0.4196542946666666	-0.15090968400000104	-0.27450030450000007
SVEN_4811	SMD07331	5173910	5174827	-	putative hydrolase	0				0.2681480176666655	0.3883058480000008	0.061598419666665905	0.0473323583333336	0.06036333166666541	0.10202439133333385	0.09620625016666651
SVEN_4812	SMD07333	5174931	5177555	-	putative ATP-dependent RNA helicase	0				0.09110390833333426	1.2767898446666646	2.3773188896666664	-0.7349251156666661	-0.16617580866666692	-0.10380750500000069	-0.5780100169999987
SVEN_4813	SMD07335	5178040	5178762	+	hypothetical protein	0				0.23727855833333322	0.0931685179999997	-0.010398733333333077	0.07596854366666594	0.07513663433333395	0.07494985766666673	0.12544847266666714
SVEN_4814	SMD07336	5178805	5179074	-	hypothetical protein	0				0.0011632546666664467	0.31868325666666664	0.2685334156666688	0.17691886666666612	0.08165845000000083	0.5214039413333325	1.0356939746666658
SVEN_4815	SMD07337	5179242	5179469	-	putative ATP-binding protein	0				-0.004421940000002067	-0.5416826766666656	-0.2255519433333344	0.036455085000000054	-0.38837163000000174	-0.32445573766666413	-0.47159667200000044
SVEN_4816	SMD07338	5179596	5180255	-	Transcriptional regulator%2C TetR family	0				-0.16793573433333364	0.45219717200000087	0.07603042999999943	-0.0029419109999988535	-0.1518717503333331	-0.2934509603333346	0.1798521261666668
SVEN_4817	SMD07340	5180401	5180721	-	hypothetical protein	0				0.33047744833333415	0.34877016699999963	0.16179492799999906	0.2147995956666655	-0.33185949866666675	-0.5672998599999985	0.9778598688333311
SVEN_4818	SMD07343	5180859	5181725	+	putative hydrolase	1	141	10.7419	256	-0.211966565	-0.5038299596666675	-0.5051186006666661	0.12382929199999992	-0.2301336816666666	-0.12006426566666661	-0.1274822923333332
SVEN_4819	SMD07345	5181734	5183122	+	hypothetical protein	0				0.07861173766666774	-0.3654729836666668	-0.16972971133333292	0.06170486266666764	-0.13248328966666545	0.21250638433333435	0.02060323583333279
SVEN_4820	SMD07346	5183517	5185247	+	Dipeptide-binding ABC transporter%2C periplasmic substrate-binding component	0				-0.5580815233333327	0.9265895816666667	0.8432837086666654	0.036051225666667186	0.11894217200000057	0.06951448499999913	-0.23068500883333254
SVEN_4821	SMD07347	5185244	5186218	+	ABC transporter system integral membrane protein	0				-0.3843450920000002	1.0848302669999992	0.9190179473333338	0.23650897633333123	0.167359520333334	-0.02770252933333328	-0.01776717483333279
SVEN_4822	SMD07349	5186218	5187207	+	ABC transporter system integral membrane protein	0				-0.22272449366666702	0.23496135833333387	0.17047889433333374	-0.00032364433333409437	0.03134849699999975	0.022054195666665777	-0.07283242649999977
SVEN_4823	SMD07350	5187204	5188871	+	Oligopeptide transport ATP-binding protein OppF	0				-0.3704120103333324	0.38926117866666754	0.7975758386666669	0.06199186033333248	0.037932168999999405	0.03626657866666694	-0.30253269299999985
SVEN_4824	SMD07352	5189062	5190756	+	transferase	0				-0.0032397653333333665	-0.517922265000001	-2.004889863333334	1.1130283810000012	0.2545315033333324	0.6561698163333336	1.6428804136666662
SVEN_4825	SMD07353	5190770	5192098	+	hypothetical protein	0				-0.18153334433333246	-0.22301080933333406	-0.5511198896666656	0.5605958409999978	0.5408355169999979	0.4819268283333322	0.5991628699999989
SVEN_4826	SMD07355	5192301	5193272	+	putative reductase	0				-0.3369275553333333	-0.4269948556666652	-3.0759165759999965	0.9513293433333345	0.2867464066666656	0.6111912366666648	2.257598885166667
SVEN_4827	SMD07356	5193260	5193997	+	Phage-related protein%2C tail component	0				0.0015503123333324709	-2.786614455999999	-4.452481519666668	0.79303363	0.35695901666666785	0.5218265533333319	3.7597401391666683
SVEN_4828	SMD07357	5194061	5195239	+	Sulfur carrier protein adenylyltransferase ThiF	0				-0.5883242933333328	-0.028396546666668243	-0.6611897866666681	0.8552490263333326	-0.06838817666666586	0.05743784000000218	-0.4738579183333318
SVEN_4829	SMD07358	5195302	5196864	-	putative proteinase	0				0.20199189733333345	-0.286959626999999	0.19720919933333292	-0.10118942466666603	-0.018441496666667057	-0.1648416690000003	-0.08917432483333254
SVEN_4830	SMD07359	5196917	5198629	-	putative proteinase	0				0.02570183799999981	0.13864210300000046	-0.027480843000001087	0.10467949433333334	-1.0545330500000007	-0.6558039813333334	0.2815329059999998
SVEN_4831	SMD07360	5198663	5201314	-	probable conserved integral membrane protein	0				-0.20169153666666606	-0.4815805356666658	-0.3905789543333329	-0.20658862466666772	0.10243631833333477	0.25360149300000057	-0.24017344249999972
SVEN_4832	SMD07362	5201507	5201872	+	hypothetical protein	0				0.07768290366666619	0.0006904909999994047	-0.008007555666667443	-0.009762905333333904	0.06146145199999964	0.2471052363333337	-0.11494452366666685
SVEN_4833	SMD07365	5202235	5205501	+	ATP-dependent DNA helicase	0				-0.05085019066666785	-0.13078903766666627	0.06209517633333306	0.05944810666666722	0.35985633233333303	0.10786280266666726	0.06099738699999957
SVEN_4834	SMD07366	5205578	5206411	+	lipoprotein	0				-0.11316180466666559	0.038423535999999814	0.0897807420000003	0.02419544600000023	-0.0893268280000008	-0.6898393929999997	-0.11933146450000098
SVEN_4835	SMD07367	5206451	5209207	+	ATP-dependent DNA helicase	0				0.16123000166666746	-0.07630419899999996	0.05006710333333331	0.07423019966666722	-0.09811315800000031	0.05269200233333304	-0.01357541249999894
SVEN_4836	SMD07367.1	5209207	5209935	+	ATP-dependent DNA helicase	0										
SVEN_4837	SMD07368	5209946	5211364	+	N-acyl-L-amino acid amidohydrolase	0				0.17614801233333388	0.5253709343333313	0.030114445999998907	-0.11310697999999952	-0.11491163833333307	0.04104737933333258	-0.3583139725000013
SVEN_4838	SMD07369	5211400	5212347	+	NADH pyrophosphatase	0				-0.21701157300000062	0.7992621169999996	-0.3825777956666663	-0.6032097013333333	-0.2055296920000007	-0.24862924700000022	-1.155406677666666
SVEN_4839	SMD07370	5212448	5212690	-	putative glutaredoxin protein	0				0.4340095666666688	0.099982446666667	0.32710330000000276	0.9053203800000009	0.6274714800000023	0.5495991666666633	0.8705167250000017
SVEN_4840	SMD07373	5212839	5215019	+	ATP-dependent DNA helicase UvrD or PcrA	0				0.05325613266666718	-0.2059174603333327	0.18326902100000098	0.12612618199999925	0.03844014366666659	0.23079438033333322	-0.005134040666666451
SVEN_4841	SMD07374	5215193	5215546	+	hypothetical protein	0				0.4870901099999987	-0.31830787666666716	0.15053358666666483	0.027746770000000254	-0.27525067000000014	-0.28428812333333475	-0.35179015333333297
SVEN_4842	SMD07376	5215719	5216087	+	WhiB-family transcriptional regulator	0				0.5545257879999994	-0.04032735300000034	0.5237534886666673	-0.26054998733333257	0.44297729966666566	0.05973819333333452	0.06007654849999966
SVEN_4843	SMD07376.2	5216084	5216410	+	hypothetical protein	0				0.33061693833333194	-0.1817769133333318	0.04353619333333292	-0.21665775466666837	0.3295140233333349	0.11540847699999901	0.3482134868333322
SVEN_4844	SMD07377	5216539	5216721	+	hypothetical protein	0				0.2513816320000002	-0.4086238306666674	-0.5277458309999989	-0.5691511933333349	-1.1350343343333336	-0.22591208466666668	0.01983396383333247
SVEN_4845	SMD07378	5216756	5218105	-	Ubiquinone biosynthesis monooxygenase UbiB	0				0.3049442380000009	0.24331988833333185	0.035120056666666954	0.009970889666664817	0.2396677183333331	0.2550167306666644	0.05451630716666678
SVEN_4846	SMD07379	5218147	5219286	-	UBA or THIF-type NAD or FAD binding protein	0				0.16616671033333397	0.14056743833333307	0.05805106099999957	0.15431426866666698	0.14679492066666544	0.3680707530000005	0.19878081483333343
SVEN_4847	SMD07382	5219529	5220104	+	Zinc metalloprotease	0				-0.13702034666666663	0.018606349999998884	-0.318415166666667	-0.05058211000000057	-0.24527788633333447	-0.08448207033333333	-0.03402230783333415
SVEN_4848	SMD07384	5220239	5221909	+	DUF124 domain-containing protein	0				-0.32237207399999956	-0.09498738966666487	-0.06980380766666627	-0.18060490366666926	0.25184396266666553	0.21042684633333408	-0.306497603333332
SVEN_4849	SMD07386	5221924	5222604	+	DUF124 domain-containing protein	0				-1.009057541333334	-1.0612074226666666	-0.8371079463333322	-0.5197976093333345	0.15573455500000222	0.047803486333333645	-1.231447281666667
SVEN_4850	SMD07387	5222624	5223379	+	DUF124 domain-containing protein	0				-0.41347450499999816	-0.2261511716666682	-0.21539296100000094	-0.1974567200000017	0.49344967466666745	0.36896755899999967	-0.24386099433333364
SVEN_4851	SMD07388	5223440	5223961	-	NTP pyrophosphohydrolases including oxidative damage repair enzymes	0				0.023850595333333224	-0.4339887926666668	-1.4443427919999987	0.6264726203333337	0.34328638566666747	0.31174155066666565	-0.5107990751666662
SVEN_4852	SMD07389	5223958	5225568	-	Collagen alpha 1(I) chain precursor	0				-0.040535806666667895	-0.15509169566666792	-1.2090050106666652	1.096622075	0.45720661433333376	0.15890942233333405	-0.39387532333333475
SVEN_4853	SMD07391	5225606	5226715	+	putative membrane protein	0				-0.031680641666666176	0.16972058900000064	-0.051475865000000454	0.16885124433333232	0.05557494566666854	-0.01567132566666629	0.2864914891666661
SVEN_4854	SMD07392	5226828	5227289	+	Molybdenum cofactor biosynthesis protein MoaE	0				-0.02919404599999975	-0.24716711133333202	-0.12238470999999951	-0.24302398400000058	0.026623324666665837	0.35459698533333395	-0.15906299083333408
SVEN_4855	SMD07394	5227801	5228889	+	Lon protease with PDZ domain	0				-0.18095840566666688	0.08869390133333255	-0.15987754833333234	-0.08340871499999913	-1.1546967066666678	-1.6419932899999985	-0.7123041444999991
SVEN_4856	SMD07395	5228998	5229549	-	hypothetical protein 2SC3B6.27c	0				-0.02482392299999958	0.84812012866667	0.0376651559999992	0.17741485466666695	0.10738600633333384	0.1983732896666659	-0.21378486550000098
SVEN_4857	SMD07396	5229685	5232588	+	integral membrane protein	0				-0.19071395099999933	-0.5905682180000014	-0.671155556333332	0.4691681573333337	0.4320048029999999	0.6318492676666665	-0.10110434233333443
SVEN_4858	SMD07397	5232880	5234856	+	tetratricopeptide repeat family protein	0				0.4181348953333348	0.22215262233333277	0.5316084226666664	0.343410463333333	-0.13548213899999872	0.03152236466666736	0.9262780978333343
SVEN_4859	SMD07398	5235138	5235557	-	Transcriptional regulator%2C FUR family	0				0.010027013333332668	0.11344741566666627	-0.3199247079999994	0.02430440099999931	-0.10074837700000039	0.04421529566666749	-0.39497619216666724
SVEN_4860	SMD07399	5235684	5237135	+	Catalase	0				0.16357279233333344	-0.09586973333333226	0.06481989533333277	-0.08026448100000039	-0.15559188799999912	0.09683650200000127	0.054277727333333914
SVEN_4861	SMD07400	5237220	5237609	-	CBS domain protein	0				-0.002447723999999596	0.03306038233333464	-0.1579244760000007	0.1209024896666655	-0.08372359733333301	-0.04028122366666764	0.08902736049999938
SVEN_4862	SMD07401	5237771	5238580	-	Histidinol-phosphatase	0				0.1134179343333317	0.21564302966666649	-0.24602370999999934	0.19505822366666692	0.014586994666667685	0.11371142166666637	-0.042875114666666825
SVEN_4863	SMD07404	5238758	5239411	+	Transcriptional regulator%2C TetR family	0				0.2883939773333326	0.22022602699999982	-0.04479760999999982	0.021273074333333142	-0.16058827400000109	0.061691692999999326	0.15359545483333292
SVEN_4864	SMD07403	5239303	5239626	-	Quaternary ammonium compound-resistance protein sugE	0				0.13290512300000046	-0.27875164133333286	-0.0522577533333326	-0.13607158066666614	-0.5640850293333335	-0.2591755676666665	0.035981119499999714
SVEN_4865	SMD07405	5239719	5240732	-	Ribosome small subunit-stimulated GTPase EngC	0				0.16782153233333386	0.23271921633333292	-0.1576600326666675	-0.03186740133333199	-0.1039459873333346	0.006095744666668068	-0.23591042300000087
SVEN_4866	SMD07406	5240736	5242070	-	5-Enolpyruvylshikimate-3-phosphate synthase	0				0.08070738666666699	-0.041685501666666624	-0.161042810333333	-0.0873651983333339	0.07016896199999856	-0.05378345600000145	-0.3676031169999998
SVEN_4867	SMD07407	5242091	5242786	-	putative integral membrane protein	0				0.1305439943333333	0.021423326333332326	0.2137235120000014	-0.011486687999998857	0.05324095600000067	-0.14360696299999987	-0.00688572683333355
SVEN_4868	SMD07408	5242836	5243651	+	hypothetical protein	0				0.07323946400000025	0.4248730406666654	0.35623461633333253	0.1849376309999995	-0.002579475333334358	0.0327560069999997	-0.04824827249999952
SVEN_4869	SMD07410	5243698	5244330	+	Esterase or lipase or thioesterase family protein	0				0.057003548333331544	0.03290457766666499	0.12262008066666574	0.0320989126666662	0.06750703699999949	0.09538988033333329	-0.012609085166666922
SVEN_4870	SMD07412	5244573	5245229	+	RNA polymerase sigma-70 factor	0				-0.13719179833333328	-0.15621293066666553	-0.05443546666666421	0.14280141900000043	-0.26175230566666663	-0.2837294603333351	-0.054043165166666185
SVEN_4871	SMD07413	5245226	5245543	+	anti-sigma factor	0				-0.46257562799999796	-0.7437901196666665	-0.4611735116666651	-0.09843636666666455	-0.33977703899999945	-0.5290375589999989	-0.5356635403333332
SVEN_4872	SMD07415	5245613	5247106	+	putative integral membrane protein	0				-0.017028998333333156	-0.14068815600000129	-0.09273799866666721	0.07851537700000044	-0.18870410133333326	-0.03971630899999923	0.015185097500000744
SVEN_4873	SMD07416	5247103	5248395	+	putative lipoprotein	0				-0.05278530866666653	0.08003296299999985	-1.2799356400000006	0.8427091503333326	-0.08837218100000044	0.3348336599999975	0.8829673778333333
SVEN_4874	SMD07418	5248475	5249455	+	hypothetical protein	0				0.12344622199999833	0.21753281733333374	0.0419639613333338	0.3381508350000004	-0.1282748250000001	0.012839034333332222	0.06276891716666633
SVEN_4875	SMD07419	5249523	5250155	+	Peptide deformylase	0				-0.5558231756666672	0.854588663666668	-0.5092955799999999	0.015955924666666732	0.05363479266666715	-0.3071073043333339	-0.9375266748333342
SVEN_4876	SMD07420	5250220	5251236	-	Ribonucleotide reductase of class Ia (aerobic)%2Cbeta subunit	0				0.5691841583333321	0.2255143230000023	1.8457631316666667	-1.294952091999999	0.6800064396666663	0.279703430333333	-0.8662487564999992
SVEN_4877	SMD07421	5251236	5253614	-	Ribonucleotide reductase of class Ia (aerobic)%2Calpha subunit	0				0.10389139266666625	-0.5563520686666674	1.8534931140000008	-1.6647858016666657	1.169777117333334	0.11246639900000144	-0.9867240188333319
SVEN_4878	SMD07423	5253935	5254462	-	acetyltransferase	0				0.1616756050000001	0.5101933990000012	0.3975254036666662	0.11576366299999918	0.22993376166666746	0.09673464933333253	-0.20168833066666636
SVEN_4879	SMD07424	5254520	5256142	-	Na+ or solute symporter	0				-0.4856955103333327	-1.4202711639999999	1.1923599366666666	-0.3821374793333341	-0.7965605296666656	-0.39119874566666724	-0.7152676086666672
SVEN_4880	SMD07425	5256139	5256402	-	putative integral membrane protein	0				-0.2158645289999992	-0.7259314520000002	0.7098396476666657	-0.14825450399999962	-0.41502987966666716	0.03481337900000092	-0.38992034083333404
SVEN_4881	SMD07428	5256517	5257500	-	transcriptional regulator%2C LuxR family	0				0.1674743293333334	0.03905421033333134	-0.053330917000000255	-0.10510616599999967	-0.2470359773333337	0.062170991333331926	0.08879197316666598
SVEN_4882	SMD07429	5257591	5259687	-	hypothetical protein	0				0.1833356386666667	0.1570079033333327	0.020888830666667246	0.03713694200000006	0.23185623100000097	0.12966824966666746	0.16355900799999912
SVEN_4883	SMD07430	5259677	5260642	-	putative oxidoreductase	0				0.01353299533333363	0.031857999333333	0.007347117333332598	6.431666666628644e-05	0.10207786699999932	0.11452001666666689	0.10493224216666697
SVEN_4884	SMD07431	5260642	5261640	-	hypothetical protein	0				0.05749318333333342	0.052923776333331674	-0.004823657666666925	0.20056236333333288	0.05778371033333407	0.07015615666666619	0.089184010166667
SVEN_4885	SMD07432	5261637	5262755	-	hypothetical protein	0				0.2729842729999987	0.17108772766666647	0.11216805799999907	0.0994240900000003	0.0760588516666667	0.06331706333333287	0.02250869950000034
SVEN_4886	SMD07433	5262748	5263791	-	hypothetical protein	0				0.045112471333334625	-0.1283083283333344	-0.05529419133333313	-0.09411313200000215	0.11998433133333375	-0.09669884000000017	0.136909109166667
SVEN_4887	SMD07435	5263804	5264850	-	UDP-glucose 4-epimerase	0				-0.06918332700000018	0.09202543600000013	0.18039817399999958	-0.17620332433333274	-0.042809680333334654	-0.059037148000000705	-0.2726618501666662
SVEN_4888	SMD07436	5264844	5266274	-	Glutamate-1-semialdehyde aminotransferase	0				0.11597259366666801	0.1586182703333332	0.07293220666666755	0.027267241999999747	-0.08574454733333425	-0.01073274099999999	-0.006635251000000508
SVEN_4889	SMD07437	5266271	5267248	-	hypothetical protein	0				0.19919642166666574	-0.0051576176666667806	-0.04231156133333336	-0.11764545766666767	-0.060981045666666844	-0.10940042433333286	0.053303157666666046
SVEN_4890	SMD07438	5267245	5268207	-	UbiA prenyltransferase	0				0.11125935033333256	0.06962367600000086	-0.04513553000000137	-0.04350021833333262	0.017033064000000486	-0.0858783953333333	0.06097975466666572
SVEN_4891	SMD07439	5268251	5269318	-	hypothetical protein	0				0.32881806366666666	0.23062253600000115	0.16785823066666605	0.048123516999999616	0.08586861033333282	0.042762195999999086	0.20601730949999997
SVEN_4892	SMD07440	5269462	5269740	-	hypothetical protein	0				0.15316357933333435	0.15635463699999974	0.014659570333332539	0.03064896166666564	0.13934133999999876	0.12403841466666776	0.2651374551666672
SVEN_4893	SMD07440.2	5269767	5269973	-	hypothetical protein	0				-0.006473989333333208	-0.34315935333333414	-0.09530240233333487	-0.00575736700000018	-0.10601585800000013	-0.06319421300000094	-0.06317375083333321
SVEN_4894	SMD07444	5270364	5271119	+	Circumsporozoite protein	1	13	12.2796	78	0.24551561333333183	0.05378470366666832	0.10260721933333272	0.15441669833333194	0.15502960799999954	0.2755636756666675	0.45892502366666754
SVEN_4895	SMD07445	5271122	5273992	+	hypothetical protein	0				0.05695029433333332	0.07907385633333242	-0.06882671600000023	0.06253170900000082	-0.03642442766666676	-0.006626565333331946	-0.09925783916666564
SVEN_4896	SMD07446	5274075	5274839	-	Predicted transcriptional regulator of N-Acetylglucosamine utilization%2C GntR family	0				-0.1480397326666676	0.13336307966666716	0.2247985640000012	-0.14614730999999903	-0.03438783333333362	0.03459433533333378	-0.00796785066666672
SVEN_4897	SMD07449	5275125	5276420	+	putative sugar transporter sugar binding protein	0				-0.08171974399999904	0.22919760933333233	0.17367512899999937	-0.20251536466666664	-0.1330859766666661	0.03406628100000031	0.014052184333333884
SVEN_4898	SMD07451	5276694	5277551	+	putative sugar transporter integral membrane protein	0				-0.1148780003333334	0.09180444966666634	0.08190419900000023	-0.11452737166666704	-0.06414479099999948	-0.04167942033333372	-0.07333557950000014
SVEN_4899	SMD07452	5277548	5278414	+	Maltose or maltodextrin ABC transporter%2C permease protein MalG	0				-0.02236635133333298	0.022338513666666948	0.03693214600000161	-0.07225150066666686	-0.05233336333333405	0.04293367533333292	-0.11823879366666556
SVEN_4900	SMD07453	5278424	5279947	+	Beta-hexosaminidase	0				0.1258839406666663	0.2305247156666672	0.0758427063333329	0.03810277466666623	-0.01916457133333438	0.11313014566666624	0.08585325450000081
SVEN_4901	SMD07454	5280124	5280909	-	Glucosamine-6-phosphate deaminase	0				-0.05142068533333344	0.0908506150000008	-0.2756689776666672	0.08015751866666676	-0.18291468266666655	-0.30405620466666505	0.1041324201666658
SVEN_4902	SMD07455	5281104	5281898	-	3-oxoacyl-[acyl-carrier protein] reductase	0				0.32430264700000055	-0.017659479333334005	0.005383264333333138	-0.11428364699999971	-0.02942215033333273	-0.04877573699999971	0.13614773916666678
SVEN_4903	SMD07457	5281981	5282580	+	Transcriptional regulator%2C TetR family	0				0.29353141400000027	-0.017693188666666693	-0.04710672966666696	0.004357131000000791	-0.09549077266666561	0.02628463233333278	0.11077312433333386
SVEN_4904	SMD07458	5282881	5284437	+	Signal transduction histidine kinase%2C subgroup 2	0				-0.17955607200000046	0.6161030183333338	0.0481232123333335	-0.10407918466666821	-0.2560574246666656	-0.40557190633333295	-0.9198822390000005
SVEN_4905	SMD07459	5284615	5284872	-	WhiB transcription regulator	0				-1.5755378669999978	-1.8184289453333324	0.9617734699999989	-0.48576141399999884	0.1785652733333336	0.2420731099999962	0.4439508149999991
SVEN_4906	SMD07460	5285191	5286159	-	Transcription regulator	0				0.19152453299999816	0.35616936233333174	0.05400234033333007	-0.04511253766666812	0.16508012499999936	-0.062211721000002385	0.03761765216666646
SVEN_4907	SMD07459.2	5286269	5286688	+	putative integral membrane protein	0				-0.21425126666666738	0.33661828433333163	0.18911481433333233	-0.022005863666667125	0.03775487666666688	-0.14844089400000016	-0.2268178306666666
SVEN_4908	SMD07461	5286694	5287728	-	RNA polymerase sigma factor	0				-0.14122731933333377	0.4104949933333355	0.30143745299999836	0.026758463333335314	0.4164576553333319	0.4620047593333343	0.15367616033333498
SVEN_4909	SMD07462	5287725	5288138	-	putative anti-sigma factor	1	61	11.4839	297	-0.20496368266666565	0.46981763566666856	0.3873619296666675	0.15990252100000113	0.2577397466666689	0.32103369100000023	0.17230227400000153
SVEN_4910	SMD07466.2	5288483	5288743	-	Na+ or H+ antiporter	0				0.18677164033333327	0.3509966896666672	0.026531120666666297	0.049212726333333734	0.07143941533333198	0.13095570433333403	0.1411884301666655
SVEN_4911	SMD07466	5288783	5290378	+	putative Na+ or H+ antiporter	0				-0.04266199799999981	0.04203624666666528	0.12974830799999992	-0.0970932866666665	-0.14501699833333337	-0.04023544400000034	-0.09637007983333312
SVEN_4912	SMD07465	5290354	5291388	-	putative 1-aminocyclopropane-1-carboxylate deaminase	0				-0.08114046566666655	-0.10626096100000026	-0.16373727533333238	-0.17397169733333318	-0.451202771666666	-0.8963370556666659	-0.5201976948333327
SVEN_4913	SMD07467	5291471	5292061	-	hypothetical protein	0				-0.1312456356666658	-0.19558379833333284	-0.4148590900000002	-0.08813731666666769	-0.6003625800000005	-0.9077943166666671	0.18506724466666746
SVEN_4914	SMD07470	5292313	5293728	+	cAMP-binding proteins	0				-0.08075743499999977	-1.704675236	-2.3797558163333328	0.530933516666666	0.3028742633333348	0.3488615700000004	1.9712575366666663
SVEN_4915	SMD07471	5293829	5294878	+	Octaprenyl-diphosphate synthase or Dimethylallyltransferase or Geranyltranstransferase (farnesyldiphosphate synthase) or Geranylgeranyl pyrophosphate synthetase	0				-0.32613806899999975	-0.09326288766666746	-0.8072388740000003	0.6916458460000001	0.33958230566666714	0.7490515280000025	0.9412014214999997
SVEN_4916	SMD07472	5294906	5295481	-	Transcriptional regulator%2C TetR family	0				-0.027902392333333026	0.07535226733333289	0.0889685853333333	-0.18823816699999885	-0.03537034533333294	0.09694010566666655	-0.148551743333333
SVEN_4917	SMD07475	5295606	5296187	+	Dihydrofolate reductase	0				-0.5211056323333345	-0.4817423249999999	0.02225704099999959	0.49398951966666527	0.15750387833333335	0.16787707400000063	-0.8032900930000002
SVEN_4918	SMD07475.2	5296230	5296568	+	hypothetical protein	0				-0.19974706466666703	-0.32164283699999885	-0.45162323666666815	0.4022954700000003	-0.2507086509999983	-0.7673167329999995	0.23536811783333356
SVEN_4919	SMD07477	5296611	5297030	+	hypothetical protein	0				-0.7550025716666662	-0.11287901233333386	-0.0014822506666671842	0.13908924500000097	-0.35881741433333314	-0.7593241869999989	-0.7451843866666668
SVEN_4920	SMD07478	5297162	5297806	-	putative secreted protease	0				-0.042895288666666254	-0.11854583466666746	-0.05205178099999941	-0.012900163000000298	0.026756946999999975	-0.011038361000000663	-0.04195741366666628
SVEN_4921	SMD07481	5297972	5298973	+	putative LysR-family transcriptional regulator	0				0.07094615066666776	-0.032968637333333106	0.03624324266666701	0.09983196699999919	0.08565375133333308	0.09783284433333517	0.13400618199999936
SVEN_4922	SMD07482	5298970	5299461	+	putative acetyltransferase	0				-0.05578251966666592	0.19162835333333295	-0.007244303666666951	-0.06635256699999914	0.06664138333333369	0.06225863466666759	-0.11668791600000006
SVEN_4923	SMD07483	5299467	5299850	+	hypothetical protein	0				-1.3533712843333339	0.019342564333332035	-0.4589645306666661	0.07174984099999904	-0.1414643133333353	-0.009261033333334723	0.283758696833333
SVEN_4924	SMD07484	5299854	5300240	-	putative dioxygenase	0				-0.5330871479999999	-0.8931476373333327	0.6405968936666664	-0.20150976066666537	0.19804327866666682	-0.07671183633333456	-0.6136766501666671
SVEN_4925	SMD07485	5300354	5300941	-	hypothetical protein	0				0.010526380666667556	0.127412876666666	0.0945157243333341	-0.044932152000001224	-0.03726482166666756	0.0178210063333335	0.06886421699999978
SVEN_4926	SMD07488.3	5301319	5301630	-	hypothetical protein	0										
SVEN_4927	SMD07490.2	5301710	5301904	+	hypothetical protein	0				-0.14446694666666637	0.11281845066666651	0.18449941666666714	-0.13075817800000067	-0.4064574709999995	0.11445291900000054	-0.061410334499999664
SVEN_4928	SMD07490	5302279	5304795	+	hypothetical protein	0				0.07563953066666684	-2.076401536333334	-0.5032969833333336	0.9439270749999995	0.11216313600000127	0.20571408533333368	1.2321174284999987
SVEN_4929	SMD07491	5304792	5305148	+	hypothetical protein	0				-0.033113184333334544	-1.5489587919999996	-0.4012179093333348	0.5235132533333324	0.1928263389999998	9.110266666656486e-05	0.05561136266666722
SVEN_4930	SMD07492	5305254	5305784	-	MutT-family protein	0				-0.47688515566666734	-0.14806006599999932	-0.41935436933333303	0.6904589606666658	0.15964010666666617	0.2507636186666655	0.7611473193333342
SVEN_4931	SMD07493	5305786	5307141	-	putative C1 regulatory protein	0				0.11272722366666699	-0.08810340800000027	-0.47132353166666796	0.4926527426666665	0.03437796566666762	-0.08058902766666609	-0.06858835133333319
SVEN_4932	SMD07496	5307366	5308115	+	hypothetical protein	0				-0.10252667099999968	-0.0955257903333333	0.005286290666667526	-0.2936567673333341	-0.18738798333333406	-0.054149850666667554	-0.19960226733333375
SVEN_4933	SMD07497	5308193	5309104	+	putative aminoglycoside phosphotransferase%2Cantibiotic resistance protein	0				0.051145616000001226	0.01751138366666538	-0.009428386666665567	-0.03828931066666552	-0.079416814	-0.10655211866666736	0.035805082833333834
